14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 0, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 0, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 1, 14, 14, 9, 1, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 1, 1, 14, 14, 1, 1, 14, 14, 9, 1, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 1, 14, 1, 1, 1, 1, 14, 9, 1, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 1, 1, 1, 1, 1, 1, 1, 9, 14, 14, 14, 14, 14, 14
14, 14, 14, 14, 14, 14, 14, 14, 1, 1, 1, 1, 14, 9, 14, 14, 14, 14, 14, 14
10, 10, 10, 10, 10, 10, 10, 10, 1, 1, 1, 1, 10, 9, 10, 10, 10, 10, 10, 10
10, 10, 10, 10, 10, 10, 10, 10, 1, 1, 1, 1, 10, 9, 10, 10, 10, 10, 10, 10
10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 10
10, 10, 10, 10, 10, 10, 10, 1, 1, 10, 10, 1, 1, 10, 10, 10, 10, 10, 10, 10
10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
